vacancy_id~vacancy_name~recruiter_name~applicant_id~quota_created_date~hire_date
5~Senior инженер~Смирнова Ольга Михайловна~4~2023-06-23~2023-10-20
1~Data Scientist~Иванов Иван Иванович~5~2023-05-11~2023-06-26
2~Data Scientist~Петров Петр Петрович~3~2023-03-12~2023-06-11
4~Data Scientist~Кузнецов Алексей Викторович~2~2023-01-05~2023-04-16
5~Senior инженер~Смирнова Ольга Михайловна~1~2023-03-28~2023-08-23
4~Project Manager~Кузнецов Алексей Викторович~4~2023-01-02~2023-01-17
5~Middle аналитик~Смирнова Ольга Михайловна~1~2023-07-02~2023-08-15
4~Middle аналитик~Кузнецов Алексей Викторович~3~2023-09-18~2023-12-05
2~Middle аналитик~Петров Петр Петрович~2~2023-06-11~2023-10-30
3~Senior инженер~Сидорова Анна Сергеевна~3~2023-07-04~2023-12-13
3~Project Manager~Сидорова Анна Сергеевна~5~2023-09-18~2023-09-29
1~Junior разработчик~Иванов Иван Иванович~4~2023-10-03~2023-11-12
5~Senior инженер~Смирнова Ольга Михайловна~5~2023-06-10~2023-07-22
5~Middle аналитик~Смирнова Ольга Михайловна~3~2023-09-09~2023-11-07
4~Senior инженер~Кузнецов Алексей Викторович~3~2023-05-21~2023-12-05
4~Senior инженер~Кузнецов Алексей Викторович~3~2023-08-22~2023-10-05
2~Senior инженер~Петров Петр Петрович~1~2023-12-09~2023-12-26
4~Junior разработчик~Кузнецов Алексей Викторович~3~2023-08-12~2023-09-29
1~Junior разработчик~Иванов Иван Иванович~1~2023-09-01~2023-11-22
4~Junior разработчик~Кузнецов Алексей Викторович~4~2023-11-25~2023-12-07
4~Project Manager~Кузнецов Алексей Викторович~1~2023-05-15~2023-07-16
1~Data Scientist~Иванов Иван Иванович~4~2023-09-16~2023-12-14
1~Senior инженер~Иванов Иван Иванович~4~2023-01-28~2023-08-15
1~Project Manager~Иванов Иван Иванович~4~2023-10-01~2023-12-24
4~Junior разработчик~Кузнецов Алексей Викторович~3~2023-12-28~2023-12-31
4~Middle аналитик~Кузнецов Алексей Викторович~2~2023-04-20~2023-05-10
1~Middle аналитик~Иванов Иван Иванович~3~2023-09-14~2023-10-14
1~Middle аналитик~Иванов Иван Иванович~2~2023-07-01~2023-07-23
3~Data Scientist~Сидорова Анна Сергеевна~2~2023-03-14~2023-10-02
4~Project Manager~Кузнецов Алексей Викторович~4~2023-06-25~2023-08-08
2~Middle аналитик~Петров Петр Петрович~3~2023-08-28~2023-12-04
3~Project Manager~Сидорова Анна Сергеевна~5~2023-05-29~2023-08-17
1~Junior разработчик~Иванов Иван Иванович~2~2023-09-28~2023-12-10
5~Middle аналитик~Смирнова Ольга Михайловна~3~2023-09-21~2023-11-01
3~Middle аналитик~Сидорова Анна Сергеевна~5~2023-10-27~2023-06-30
4~Data Scientist~Кузнецов Алексей Викторович~1~2023-06-23~2023-11-05
4~Middle аналитик~Кузнецов Алексей Викторович~2~2023-01-08~2023-09-12
5~Data Scientist~Смирнова Ольга Михайловна~2~2023-11-28~2023-11-28
5~Data Scientist~Смирнова Ольга Михайловна~2~2023-08-02~2023-12-16
5~Junior разработчик~Смирнова Ольга Михайловна~3~2023-10-13~2023-12-30
4~Middle аналитик~Кузнецов Алексей Викторович~4~2023-07-29~2023-10-14
4~Junior разработчик~Кузнецов Алексей Викторович~2~2023-05-09~2023-10-21
1~Project Manager~Иванов Иван Иванович~2~2023-09-14~2023-10-20
3~Junior разработчик~Сидорова Анна Сергеевна~4~2023-07-21~2023-11-24
1~Senior инженер~Иванов Иван Иванович~2~2023-05-23~2023-12-26
1~Middle аналитик~Иванов Иван Иванович~3~2023-08-15~2023-11-11
4~Data Scientist~Кузнецов Алексей Викторович~4~2023-03-27~2023-10-15
4~Data Scientist~Кузнецов Алексей Викторович~3~2023-02-11~2023-04-30
3~Middle аналитик~Сидорова Анна Сергеевна~1~2023-09-05~2023-10-31
3~Junior разработчик~Сидорова Анна Сергеевна~5~2023-10-30~2023-12-26
5~Junior разработчик~Смирнова Ольга Михайловна~5~2023-06-19~2023-08-14
1~Senior инженер~Иванов Иван Иванович~5~2023-06-01~2023-06-13
5~Junior разработчик~Смирнова Ольга Михайловна~2~2023-03-06~2023-09-18
5~Senior инженер~Смирнова Ольга Михайловна~2~2023-10-30~2023-11-22
